year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,plot,rated,response,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error,binary_test,sentiment_score,rough_score
1995,tt0112697,Clueless,ok,ok,PASS,13700000,56598476,56598476,1995PASS,20944279,86526587,86526587,4,3,0112697,"a parody of jane austen's novel emma, about cher, a popular girl who spends her days playing matchmaker, helping friends with fashion choices, advising the new girl at school on a makeover, and looking for a boyfriend.",PG-13,TRUE,"English, Spanish",USA,Amy Heckerling,68,6.7,Amy Heckerling,19 Jul 1995,"Alicia Silverstone, Stacey Dash, Brittany Murphy, Paul Rudd","Comedy, Romance",6 wins & 8 nominations.,97 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgxODIxODE2MF5BMl5BanBnXkFtZTgwOTA4NjQxMTE@._V1_SX300.jpg,83183,NA,1,5,1
1995,tt0112715,Congo,nowomen,nowomen,FAIL,50000000,81022333,152022333,1995FAIL,76438973,123865278,232408620,4,3,0112715,"when an expedition to the african congo ends in disaster, a new team is assembled to find out what went wrong.",PG-13,TRUE,English,USA,"Michael Crichton (novel), John Patrick Shanley (screenplay)",22,4.9,Frank Marshall,09 Jun 1995,"Laura Linney, Dylan Walsh, Ernie Hudson, Tim Curry","Action, Adventure, Mystery",2 wins & 11 nominations.,109 min,movie,http://ia.media-imdb.com/images/M/MV5BNjI3MTE5NTMzOF5BMl5BanBnXkFtZTcwMzkyOTAyMQ@@._V1_SX300.jpg,28565,NA,0,-4,-2
1995,tt0113497,Jumanji,ok,ok,PASS,65000000,100458310,262758310,1995PASS,99370665,153578601,401699506,4,3,0113497,"when two kids find and play a magical board game, they release a man trapped for decades in it and a host of dangers that can only be stopped by finishing the game.",PG,TRUE,"English, French",USA,"Jonathan Hensleigh (screenplay), Greg Taylor (screenplay), Jim Strain (screenplay), Greg Taylor (screen story), Jim Strain (screen story), Chris Van Allsburg (screen story), Chris Van Allsburg (book)",39,6.7,Joe Johnston,15 Dec 1995,"Robin Williams, Jonathan Hyde, Kirsten Dunst, Bradley Pierce","Adventure, Family, Fantasy",4 wins & 8 nominations.,104 min,movie,http://ia.media-imdb.com/images/M/MV5BMzM5NjE1OTMxNV5BMl5BanBnXkFtZTcwNDY2MzEzMQ@@._V1_SX300.jpg,135034,NA,1,-3,0
1995,tt0113749,Mallrats,notalk-disagree,notalk,FAIL,6100000,2108367,2108367,1995FAIL,9325555,3223228,3223228,4,3,0113749,"both dumped by their girlfriends, two best friends seek refuge in the local mall.",R,TRUE,English,USA,Kevin Smith,41,7.2,Kevin Smith,20 Oct 1995,"Shannen Doherty, Jeremy London, Jason Lee, Claire Forlani","Comedy, Romance",N/A,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMTE5OTkxOTI1Ml5BMl5BanBnXkFtZTcwNjk2MTEzMQ@@._V1_SX300.jpg,82836,NA,0,-2,-1
1995,tt0112130,Pride and Prejudice,ok-disagree,ok,PASS,28000000,38372662,120918508,1995PASS,42805825,58663337,184857731,4,3,0112130,jane austen's classic novel about the prejudice that occurred between the 19th century classes and the pride which would keep lovers apart.,N/A,TRUE,English,UK,N/A,NA,9.2,N/A,14 Jan 1996,"Jennifer Ehle, Colin Firth, Susannah Harker, Julia Sawalha","Romance, Drama",Won 1 Primetime Emmy. Another 7 wins & 12 nominations.,55 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU1MDY4OTU5OF5BMl5BanBnXkFtZTcwOTg5NzAyMw@@._V1_SX300.jpg,36909,NA,1,3,9
1995,tt0114319,Sabrina,ok,ok,PASS,58000000,53458319,87100000,1995PASS,88669209,81725980,133156691,4,3,0114319,"an ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.",PG,TRUE,"English, French","Germany, USA","Samuel A. Taylor (play), Billy Wilder (earlier screenplay), Samuel A. Taylor (earlier screenplay), Ernest Lehman (earlier screenplay), Barbara Benedek (screenplay), David Rayfiel (screenplay)",NA,6.2,Sydney Pollack,15 Dec 1995,"Harrison Ford, Julia Ormond, Greg Kinnear, Nancy Marchand","Comedy, Drama",Nominated for 2 Oscars. Another 1 win & 4 nominations.,127 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYxMTg3OTYyOF5BMl5BanBnXkFtZTcwODE3NTYxMQ@@._V1_SX300.jpg,24806,NA,1,1,-1
1995,tt0114323,Safe,ok,ok,PASS,33000000,17142080,41495213,1995PASS,50449722,26206460,63437029,4,3,0114323,an affluent and unexceptional homemaker in the suburbs develops multiple chemical sensitivity.,R,TRUE,English,"UK, USA",Todd Haynes,NA,7.1,Todd Haynes,30 Jun 1995,"Julianne Moore, Xander Berkeley, Dean Norris, Julie Burgess",Drama,4 wins & 6 nominations.,119 min,movie,http://ia.media-imdb.com/images/M/MV5BNTYwOTk2NzQ5NF5BMl5BanBnXkFtZTcwOTQxMzYyMQ@@._V1_SX300.jpg,6020,NA,1,-3,2
1995,tt0114388,Sense and Sensibility,ok,ok,PASS,16500000,42993774,134993774,1995PASS,25224861,65727998,206375709,4,3,0114388,"rich mr. dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. the two eldest daughters are the titular opposites.",PG,TRUE,"English, French","USA, UK","Jane Austen (novel), Emma Thompson (screenplay)",84,7.7,Ang Lee,13 Dec 1995,"James Fleet, Tom Wilkinson, Harriet Walter, Kate Winslet","Drama, Romance",Won 1 Oscar. Another 31 wins & 29 nominations.,136 min,movie,http://ia.media-imdb.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_SX300.jpg,60674,NA,1,0,-1
1995,tt0114436,Showgirls,ok,ok,PASS,40000000,20350754,37750754,1995PASS,61151178,31111815,57712577,4,3,0114436,"a young drifter, named nomi, arrives in las vegas to become a dancer and soon sets about clawing and pushing her way to become the top of the vegas showgirls.",NC-17,TRUE,English,"France, USA",Joe Eszterhas,16,4.4,Paul Verhoeven,22 Sep 1995,"Elizabeth Berkley, Kyle MacLachlan, Gina Gershon, Glenn Plummer",Drama,9 wins & 8 nominations.,128 min,movie,http://ia.media-imdb.com/images/M/MV5BNzcyMjExNjg3OF5BMl5BanBnXkFtZTgwOTY4Mjc1MDE@._V1_SX300.jpg,41609,NA,1,2,1
1995,tt0114614,Tank Girl,ok,ok,PASS,25000000,4064333,4064333,1995PASS,38219486,6213469,6213469,4,3,0114614,"based on the british cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply.",R,TRUE,English,USA,"Alan Martin (comic strip), Jamie Hewlett (comic strip), Tedi Sarafian",NA,5.1,Rachel Talalay,31 Mar 1995,"Lori Petty, Ice-T, Naomi Watts, Don Harvey","Action, Comedy, Sci-Fi",N/A,104 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE3ODMxNzU3NV5BMl5BanBnXkFtZTcwOTQzMTM3NA@@._V1_SX300.jpg,20217,NA,1,-1,0
1995,tt0112346,The American President,ok,ok,PASS,62000000,60022813,107822813,1995PASS,94784326,91761643,164837302,4,3,0112346,"comedy-drama about a widowed us president and a lobbyist who fall in love. it's all aboveboard, but ""politics is perception"" and sparks fly anyway.",PG-13,TRUE,"English, French",USA,Aaron Sorkin,67,6.8,Rob Reiner,17 Nov 1995,"Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox","Comedy, Drama, Romance",Nominated for 1 Oscar. Another 1 win & 8 nominations.,114 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI5NDU2NDYzOF5BMl5BanBnXkFtZTYwNDk5MDI5._V1_SX300.jpg,37489,NA,1,3,0
1995,tt0113957,The Net,ok,ok,PASS,22000000,50621733,110521733,1995PASS,33633148,77389465,168963355,4,3,0113957,"a computer programmer stumbles upon a conspiracy, putting her life and the lives of those around her in great danger.",PG-13,TRUE,"English, Spanish",USA,"John D. Brancato, Michael Ferris",NA,5.8,Irwin Winkler,28 Jul 1995,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker","Action, Crime, Drama",1 nomination.,114 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU0NjA2NzIwOF5BMl5BanBnXkFtZTYwNTExNTg4._V1_SX300.jpg,40448,NA,1,-5,-3
1995,tt0114814,The Usual Suspects,notalk,notalk,FAIL,6000000,23341568,34449356,1995FAIL,9172677,35684110,52665468,4,3,0114814,"a boat has been destroyed, criminals are dead, and the key to this mystery lies with the only survivor and his twisted, convoluted story beginning with five career crooks in a seemingly random police lineup.",R,TRUE,"English, Hungarian, Spanish, French","USA, Germany",Christopher McQuarrie,77,8.7,Bryan Singer,16 Aug 1995,"Stephen Baldwin, Gabriel Byrne, Benicio Del Toro, Kevin Pollak","Crime, Mystery, Thriller",Won 2 Oscars. Another 29 wins & 7 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BMzI1MjI5MDQyOV5BMl5BanBnXkFtZTcwNzE4Mjg3NA@@._V1_SX300.jpg,522662,NA,0,-7,-5
1995,tt0114709,Toy Story,notalk-disagree,notalk,FAIL,30000000,191780865,364530148,1995FAIL,45863384,293190647,557286202,4,3,0114709,a cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,G,TRUE,English,USA,"John Lasseter (original story by), Pete Docter (original story by), Andrew Stanton (original story by), Joe Ranft (original story by), Joss Whedon (screenplay), Andrew Stanton (screenplay), Joel Cohen (screenplay), Alec Sokolow (screenplay)",92,8.3,John Lasseter,22 Nov 1995,"Tom Hanks, Tim Allen, Don Rickles, Jim Varney","Animation, Adventure, Comedy",Nominated for 3 Oscars. Another 19 wins & 13 nominations.,81 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgwMjI4MzU5N15BMl5BanBnXkFtZTcwMTMyNTk3OA@@._V1_SX300.jpg,409668,NA,0,-2,1
1995,tt0114746,Twelve Monkeys,notalk,notalk,FAIL,29000000,57141459,168841459,1995FAIL,44334604,87356689,258121354,4,3,0114746,"in a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",R,TRUE,"English, French",USA,"Chris Marker (film La Jetée), David Webb Peoples (screenplay), Janet Peoples (screenplay)",74,8.1,Terry Gilliam,05 Jan 1996,"Joseph Melito, Bruce Willis, Jon Seda, Michael Chance","Mystery, Sci-Fi, Thriller",Nominated for 2 Oscars. Another 10 wins & 8 nominations.,129 min,movie,http://ia.media-imdb.com/images/M/MV5BMjI4MDIxNjk2Ml5BMl5BanBnXkFtZTcwMTA3Njk3OA@@._V1_SX300.jpg,342136,NA,0,-2,-2
1995,tt0114898,Waterworld,nowomen-disagree,nowomen,FAIL,175000000,88246220,264246220,1995FAIL,267536405,134909008,403974193,4,3,0114898,"in a future where the polar ice caps have melted and most of earth is underwater, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",PG-13,TRUE,English,USA,"Peter Rader, David Twohy",56,6,"Kevin Reynolds, Kevin Costner",28 Jul 1995,"Kevin Costner, Chaim Girafi, Rick Aviles, R.D. Call","Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 5 wins & 6 nominations.,135 min,movie,http://ia.media-imdb.com/images/M/MV5BMTA2Nzk3MTgzMTVeQTJeQWpwZ15BbWU3MDgyNTgxNjk@._V1_SX300.jpg,113181,NA,0,2,-3
1995,tt0114906,Welcome to the Dollhouse,ok,ok,PASS,800000,4198137,5034794,1995PASS,1223024,6418026,7697090,4,3,0114906,"insightful look at an unattractive 7th grader as she struggles to cope with un-attentive parents, snobbish classmates, a smart older brother, an attractive younger sister, and her own insecurities.",R,TRUE,English,USA,Todd Solondz,83,7.5,Todd Solondz,24 May 1996,"Heather Matarazzo, Victoria Davis, Christina Brucato, Christina Vidal","Comedy, Drama",4 wins & 11 nominations.,88 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcxMzk5NzY4OV5BMl5BanBnXkFtZTcwNzcxNTgxMQ@@._V1_SX300.jpg,22328,NA,1,-1,1
1994,tt0109040,Ace Ventura: Pet Detective,men,men,FAIL,12000000,72217396,107217396,1994FAIL,18859976,113501532,168509796,5,3,0109040,a goofy detective specializing in animals goes in search of a missing dolphin mascot of a football team.,PG-13,TRUE,English,USA,"Jack Bernstein (story), Jack Bernstein (screenplay), Tom Shadyac (screenplay), Jim Carrey (screenplay)",37,6.9,Tom Shadyac,04 Feb 1994,"Jim Carrey, Courteney Cox, Sean Young, Tone Loc",Comedy,5 wins & 3 nominations.,86 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAzNTI0ODUxOF5BMl5BanBnXkFtZTgwNTQxNzQxMTE@._V1_SX300.jpg,157869,NA,0,-2,-1
1994,tt0109445,Clerks.,notalk,notalk,FAIL,27000,3073428,3894240,1994FAIL,42435,4830398,6120440,5,3,0109445,"a day in the lives of two convenience clerks named dante and randal as they annoy customers, discuss movies, and play hockey on the store roof.",R,TRUE,English,USA,Kevin Smith,70,7.9,Kevin Smith,04 Nov 1994,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonhauer",Comedy,4 wins & 6 nominations.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg3MTkyMzA0NF5BMl5BanBnXkFtZTgwNTg0NDI1MDE@._V1_SX300.jpg,152241,NA,0,-2,0
1994,tt0109504,Crooklyn,ok,ok,PASS,14000000,13024170,13024170,1994PASS,22003306,20469628,20469628,5,3,0109504,"from spike lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s brooklyn.",PG-13,TRUE,English,USA,"Cinqué Lee, Joie Lee (screenplay), Joie Lee (story), Spike Lee",65,6.9,Spike Lee,13 May 1994,"Alfre Woodard, Delroy Lindo, David Patrick Kelly, Zelda Harris","Comedy, Drama",2 nominations.,115 min,movie,http://ia.media-imdb.com/images/M/MV5BMTIxMzI2OTYzM15BMl5BanBnXkFtZTYwOTM4Mjg5._V1_SX300.jpg,4970,NA,1,1,0
1994,tt0109707,Ed Wood,ok,ok,PASS,18000000,5828466,5828466,1994PASS,28289965,9160394,9160394,5,3,0109707,the mostly true story of the legendary director of awful movies and his strange group of friends and actors.,R,TRUE,English,USA,"Rudolph Grey (book), Scott Alexander, Larry Karaszewski",70,7.9,Tim Burton,28 Sep 1994,"Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette","Biography, Comedy, Drama",Won 2 Oscars. Another 23 wins & 13 nominations.,127 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAzODM1MDMxN15BMl5BanBnXkFtZTgwOTgwNTc2MDE@._V1_SX300.jpg,122901,NA,1,-2,-1
1994,tt0109830,Forrest Gump,notalk-disagree,notalk,FAIL,55000000,329694499,679400525,1994FAIL,86441558,518169206,1067789822,5,3,0109830,"forrest gump, while not intelligent, has accidentally been present at many historic moments, but his true love, jenny curran, eludes him.",PG-13,TRUE,English,USA,"Winston Groom (novel), Eric Roth (screenplay)",82,8.8,Robert Zemeckis,06 Jul 1994,"Tom Hanks, Rebecca Williams, Sally Field, Michael Conner Humphreys","Drama, Romance",Won 6 Oscars. Another 38 wins & 46 nominations.,142 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQwMTA5MzI1MF5BMl5BanBnXkFtZTcwMzY5Mzg3OA@@._V1_SX300.jpg,793553,NA,0,5,2
1994,tt0110322,Legends of the Fall,ok,ok,PASS,30000000,66502573,160502573,1994PASS,47149941,104519746,252256228,5,3,0110322,"epic tale of three brothers and their father living in the remote wilderness of 1900s usa and how their lives are affected by nature, history, war, and love.",R,TRUE,"English, Cornish",USA,"Susan Shilliday (screenplay), William D. Wittliff (screenplay), Jim Harrison (novel)",45,7.5,Edward Zwick,13 Jan 1995,"Brad Pitt, Anthony Hopkins, Aidan Quinn, Julia Ormond","Drama, Romance, War",Won 1 Oscar. Another 1 win & 8 nominations.,133 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYwMjYxNTAyN15BMl5BanBnXkFtZTgwMTc3MjkyMTE@._V1_SX300.jpg,85249,NA,1,0,1
1994,tt0110622,Naked Gun 33 1/3: The Final Insult,men,men,FAIL,30000000,51041856,51041856,1994FAIL,47149941,80220683,80220683,5,3,0110622,frank drebin comes out of retirement to help police squad infiltrate a gang of terrorists planning to detonate a bomb at the academy awards.,PG-13,TRUE,English,USA,"Pat Proft, David Zucker, Robert LoCash, Jim Abrahams (television series: ""Police Squad""), David Zucker (television series: ""Police Squad""), Jerry Zucker (television series ""Police Squad"")",NA,6.4,Peter Segal,18 Mar 1994,"Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson","Action, Comedy, Crime",3 wins.,83 min,movie,http://ia.media-imdb.com/images/M/MV5BMTMzNzEwODQzN15BMl5BanBnXkFtZTcwNTgwMzcxMQ@@._V1_SX300.jpg,59751,NA,0,2,0
1994,tt0110889,Priest,ok,ok,PASS,60000000,29136626,84154026,1994PASS,94299882,45793007,132261912,5,3,0110889,"father greg pilkington (linus roache) is torn between his call as a conservative catholic priest and his secret life as a homosexual with a gay lover, frowned upon by the church. upon ...",R,TRUE,English,UK,Jimmy McGovern,NA,7.3,Antonia Bird,24 Mar 1995,"Linus Roache, Tom Wilkinson, Robert Carlyle, Cathy Tyson",Drama,4 wins & 2 nominations.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BNjIwMDQ0ODUyNF5BMl5BanBnXkFtZTcwMjI2MDAyMQ@@._V1_SX300.jpg,6673,NA,1,-2,0
1994,tt0110912,Pulp Fiction,ok-disagree,ok,PASS,8000000,107928762,212928762,1994PASS,12573318,169627825,334652619,5,3,0110912,"the lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",R,TRUE,"English, Spanish, French",USA,"Quentin Tarantino (story), Roger Avary (story), Quentin Tarantino",94,9,Quentin Tarantino,14 Oct 1994,"Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta","Crime, Drama, Thriller",Won 1 Oscar. Another 62 wins & 46 nominations.,154 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE0ODk2NjczOV5BMl5BanBnXkFtZTYwNDQ0NDg4._V1_SX300.jpg,909053,NA,1,-3,1
1994,tt0111257,Speed,ok,ok,PASS,30000000,121248145,283200000,1994PASS,47149941,190561429,445095443,5,3,0111257,a young cop must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,R,TRUE,English,USA,Graham Yost,78,7.2,Jan de Bont,10 Jun 1994,"Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton","Action, Crime, Thriller",Won 2 Oscars. Another 12 wins & 15 nominations.,116 min,movie,http://ia.media-imdb.com/images/M/MV5BNzczNDQyMTc2MF5BMl5BanBnXkFtZTgwNjI2NzQxMTE@._V1_SX300.jpg,205061,NA,1,-1,-1
1994,tt0111282,Stargate,notalk,notalk,FAIL,55000000,71565669,196565669,1994FAIL,86441558,112477236,308935323,5,3,0111282,"an interstellar teleportation device, found in egypt, leads to a planet with humans resembling ancient egyptians who worship the god ra.",PG-13,TRUE,"English, Norwegian, Swedish","France, USA","Dean Devlin, Roland Emmerich",42,7,Roland Emmerich,28 Oct 1994,"Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors","Action, Adventure, Sci-Fi",6 wins & 5 nominations.,121 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk4ODQ1MTk5M15BMl5BanBnXkFtZTgwMjA2Mzk5MDE@._V1_SX300.jpg,121754,NA,0,1,1
1994,tt0111301,Street Fighter,ok,ok,PASS,35000000,33423000,99423000,1994PASS,55008264,52529749,156259619,5,3,0111301,col. guile and various other martial arts heroes fight against the tyranny of dictator m. bison and his cohorts.,PG-13,TRUE,"English, Japanese, Esperanto","USA, Japan",Steven E. de Souza,NA,3.7,Steven E. de Souza,23 Dec 1994,"Jean-Claude Van Damme, Raul Julia, Ming-Na Wen, Damian Chapa","Action, Sci-Fi, Thriller",2 nominations.,102 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE2ODY0NDMyOV5BMl5BanBnXkFtZTcwNDQ4NDAzMQ@@._V1_SX300.jpg,44016,NA,1,1,-3
1994,tt0109446,The Client,ok,ok,PASS,45000000,92115211,117615211,1994PASS,70724911,144774225,184851675,5,3,0109446,a young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the district attorney tries to use him to take down a mob family.,PG-13,TRUE,English,USA,"John Grisham (novel), Akiva Goldsman (screenplay), Robert Getchell (screenplay)",NA,6.7,Joel Schumacher,20 Jul 1994,"Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker, Anthony LaPaglia","Crime, Drama, Mystery",Nominated for 1 Oscar. Another 3 wins & 3 nominations.,119 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI4NjM0NzQxOV5BMl5BanBnXkFtZTcwMTQ4MDEzMQ@@._V1_SX300.jpg,38224,NA,1,-1,0
1994,tt0110074,The Hudsucker Proxy,notalk,notalk,FAIL,40000000,2816518,14938149,1994FAIL,62866588,4426622,23477761,5,3,0110074,a naive business graduate is installed as president of a manufacturing company as part of a stock scam.,PG,TRUE,English,"UK, Germany, USA","Ethan Coen, Joel Coen, Sam Raimi",53,7.4,"Joel Coen, Ethan Coen",11 Mar 1994,"Tim Robbins, Jennifer Jason Leigh, Paul Newman, Charles Durning",Comedy,2 wins & 3 nominations.,111 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgzNjE1Mjk5MV5BMl5BanBnXkFtZTcwNDQwOTkyMQ@@._V1_SX300.jpg,55553,NA,0,-4,-2
1994,tt0110357,The Lion King,notalk-disagree,notalk,FAIL,79300000,422780140,952880140,1994FAIL,124633011,664468621,1497608078,5,3,0110357,lion cub and future king simba searches for his identity. his eagerness to please others and penchant for testing his boundaries sometimes gets him into trouble.,G,TRUE,"English, Swahili, Xhosa, Zulu",USA,"Irene Mecchi (screenplay), Jonathan Roberts (screenplay), Linda Woolverton (screenplay), Brenda Chapman (story), Burny Mattinson (story), Barry Johnson (story), Lorna Cook (story), Thom Enriquez (story), Andy Gaskill (story), Gary Trousdale (story), Jim Capobianco (story), Kevin Harkey (story), Jorgen Klubien (story), Chris Sanders (story), Tom Sito (story), Larry Leker (story), Joe Ranft (story), Rick Maki (story), Ed Gombert (story), Francis Glebas (story), Mark Kausler (story), J.T. Allen (additional story material), George Scribner (additional story material), Miguel Tejada-Flores (additional story material), Jenny Tripp (additional story material), Bob Tzudiker (additional story material), Christopher Vogler (additional story material), Kirk Wise (additional story material), Noni White (additional story material)",83,8.5,"Roger Allers, Rob Minkoff",24 Jun 1994,"Jonathan Taylor Thomas, Matthew Broderick, James Earl Jones, Jeremy Irons","Animation, Adventure, Drama",Won 2 Oscars. Another 25 wins & 22 nominations.,89 min,movie,http://ia.media-imdb.com/images/M/MV5BMjEyMzgwNTUzMl5BMl5BanBnXkFtZTcwNTMxMzM3Ng@@._V1_SX300.jpg,405912,NA,0,-2,0
1994,tt0110475,The Mask,notalk,notalk,FAIL,18000000,119920129,351620129,1994FAIL,28289965,188474233,552628944,5,3,0110475,bank clerk stanley ipkiss is transformed into a manic super-hero when he wears a mysterious mask.,PG-13,TRUE,"English, Swedish",USA,"Michael Fallon (story), Mark Verheiden (story), Mike Werb (screenplay)",56,6.8,Chuck Russell,29 Jul 1994,"Jim Carrey, Peter Riegert, Peter Greene, Amy Yasbeck","Comedy, Crime, Fantasy",Nominated for 1 Oscar. Another 6 wins & 16 nominations.,101 min,movie,http://ia.media-imdb.com/images/M/MV5BMjM3NDI5OTA5Nl5BMl5BanBnXkFtZTgwNzE4ODYxMTE@._V1_SX300.jpg,186368,NA,0,5,0
1994,tt0111070,The Santa Clause,notalk,notalk,FAIL,22000000,144833357,189800000,1994FAIL,34576623,227629474,298301960,5,3,0111070,"when a man inadvertantly kills santa on christmas eve, he finds himself magically recruited to take his place.",PG,TRUE,"English, Spanish",USA,"Leo Benvenuti, Steve Rudnick",57,6.3,John Pasquin,11 Nov 1994,"Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd","Comedy, Drama, Family",2 wins & 7 nominations.,97 min,movie,http://ia.media-imdb.com/images/M/MV5BNDY4MjgyNTk3Ml5BMl5BanBnXkFtZTcwMTg1NTUxMQ@@._V1_SX300.jpg,47025,NA,0,-3,-1
1994,tt0111143,The Shadow,nowomen,nowomen,FAIL,40000000,31835600,31835600,1994FAIL,62866588,50034889,50034889,5,3,0111143,"in 30's new york city, the shadow battles his nemesis, shiwan khan, who is building an atomic bomb.",PG-13,TRUE,English,USA,"Walter B. Gibson (character The Shadow from stories), David Koepp",NA,5.9,Russell Mulcahy,01 Jul 1994,"Alec Baldwin, John Lone, Penelope Ann Miller, Peter Boyle","Action, Adventure, Crime",4 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE0NTY0NDE4N15BMl5BanBnXkFtZTcwMjE0MjAwMQ@@._V1_SX300.jpg,15743,NA,0,-2,-2
1994,tt0111161,The Shawshank Redemption,nowomen-disagree,nowomen,FAIL,25000000,28241469,28241469,1994FAIL,39291617,44386120,44386120,5,3,0111161,"two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",R,TRUE,English,USA,"Stephen King (short story ""Rita Hayworth and Shawshank Redemption""), Frank Darabont (screenplay)",80,9.3,Frank Darabont,14 Oct 1994,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler","Crime, Drama",Nominated for 7 Oscars. Another 15 wins & 15 nominations.,142 min,movie,http://ia.media-imdb.com/images/M/MV5BODU4MjU4NjIwNl5BMl5BanBnXkFtZTgwMDU2MjEyMDE@._V1_SX300.jpg,1187486,NA,0,-2,3
1994,tt0111255,The Specialist,notalk,notalk,FAIL,45000000,57362581,57362581,1994FAIL,70724911,90154744,90154744,5,3,0111255,a woman entices a bomb expert she's involved with into destroying the mafia that killed her family.,R,TRUE,English,"Peru, USA","John Shirley (Specialist novels), Alexandra Seros",NA,5.3,Luis Llosa,07 Oct 1994,"Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger","Action, Thriller",3 wins & 4 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BMTA5ODg3NTMzODZeQTJeQWpwZ15BbWU2MDA5MDg2OA@@._V1_SX300.jpg,38538,NA,0,-7,-2
1993,tt0107007,Gettysburg,nowomen,nowomen,FAIL,25000000,10731997,10731997,1993FAIL,40311473,17304904,17304904,5,3,0107007,"in 1863, the northern and southern forces fight at gettysburg in the decisive battle of the american civil war.",PG,TRUE,English,USA,"Michael Shaara (novel), Ronald F. Maxwell (screenplay)",NA,7.7,Ronald F. Maxwell,08 Oct 1993,"Tom Berenger, Martin Sheen, Stephen Lang, Richard Jordan","Drama, History, War",1 nomination.,271 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQwMjE3NDg4NV5BMl5BanBnXkFtZTcwMDI3MTE2Mw@@._V1_SX300.jpg,19073,NA,0,-3,1
1993,tt0107120,Hocus Pocus,ok,ok,PASS,28000000,39360491,39360491,1993PASS,45148849,63467174,63467174,5,3,0107120,"after three centuries, three witch sisters are resurrected in salem massachusetts on halloween night, and it is up to two teen-agers, a young girl, and an immortal cat to put an end to the witches' reign of terror once and for all.",PG,TRUE,English,USA,"David Kirschner (story), Mick Garris (story), Mick Garris (screenplay), Neil Cuthbert (screenplay)",NA,6.5,Kenny Ortega,16 Jul 1993,"Bette Midler, Sarah Jessica Parker, Kathy Najimy, Omri Katz","Comedy, Family, Fantasy",2 wins & 9 nominations.,96 min,movie,http://ia.media-imdb.com/images/M/MV5BMTI3MDI2NDc3Ml5BMl5BanBnXkFtZTcwNDQ2MzQyMQ@@._V1_SX300.jpg,43104,NA,1,-1,-1
