...1,id,year,imdbid,rating,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Documentary,Short,Animation,Sport,Action,Comedy,Romance,NA,Western,Music,History,Horror,Family,Fantasy,Drama,Crime,Adventure,Biography,Mystery,Sci-Fi,War,Thriller,Musical,Film-Noir,Adult,Talk-Show,News,binary
7865,5997,2014,1109624,3,tt1109624,movie,Paddington,Paddington,0,2014,\N,95,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
7866,6003,2014,1823664,3,tt1823664,movie,Annie,Annie,0,2014,\N,118,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7867,6007,2014,3612616,3,tt3612616,movie,Mommy,Mommy,0,2014,\N,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7868,6009,2014,2473794,1,tt2473794,movie,Mr. Turner,Mr. Turner,0,2014,\N,150,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,0
7869,6010,2014,2170593,3,tt2170593,movie,St. Vincent,St. Vincent,0,2014,\N,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7870,6011,2014,2321549,3,tt2321549,movie,The Babadook,The Babadook,0,2014,\N,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,1
7871,6013,2014,1809398,0,tt1809398,movie,Unbroken,Unbroken,0,2014,\N,137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,0
7872,6019,2014,1528100,2,tt1528100,movie,Exodus: Gods and Kings,Exodus: Gods and Kings,0,2014,\N,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,0
7873,6023,2014,4299406,3,tt4299406,movie,Last Night,A Noite da Virada,0,2014,\N,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7874,6025,2014,2238050,3,tt2238050,movie,White Bird in a Blizzard,White Bird in a Blizzard,0,2014,\N,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,NA,NA,1
7875,6026,2014,2784678,3,tt2784678,movie,Top Five,Top Five,0,2014,\N,102,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7876,6032,2014,3077108,3,tt3077108,movie,Appropriate Behavior,Appropriate Behavior,0,2014,\N,86,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7877,6034,2014,2398249,3,tt2398249,movie,They Came Together,They Came Together,0,2014,\N,83,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7878,6035,2014,1361318,3,tt1361318,movie,Good People,Good People,0,2014,\N,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,1
7879,6036,2014,2326554,3,tt2326554,movie,A Girl Walks Home Alone at Night,A Girl Walks Home Alone at Night,0,2014,\N,101,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7880,6037,2014,1198156,3,tt1198156,movie,You're Not You,You're Not You,0,2014,\N,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7881,6040,2014,4056574,3,tt4056574,tvEpisode,The Quiche of Death,The Quiche of Death,0,2014,\N,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
7882,6045,2014,2884206,3,tt2884206,movie,I Origins,I Origins,0,2014,\N,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,1
7883,6050,2014,3576084,3,tt3576084,movie,Zero Motivation,Efes beyahasei enosh,0,2014,\N,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7884,6053,2014,2737050,3,tt2737050,movie,"Two Days, One Night","Deux jours, une nuit",0,2014,\N,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7885,6054,2014,2808680,2,tt2808680,movie,No Thank You,Ei kiitos,0,2014,\N,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7886,6061,2014,1791681,3,tt1791681,movie,Treehouse,Treehouse,0,2014,\N,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,1
7887,6066,2014,3316960,3,tt3316960,movie,Still Alice,Still Alice,0,2014,\N,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7888,6091,2014,2784512,3,tt2784512,movie,Zombeavers,Zombeavers,0,2014,\N,77,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7889,6108,2014,2802144,3,tt2802144,movie,Kingsman: The Secret Service,Kingsman: The Secret Service,0,2014,\N,129,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
7890,6103,2014,2436386,3,tt2436386,movie,Project Almanac,Project Almanac,0,2015,\N,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,NA,NA,1
7891,6109,2014,3720788,3,tt3720788,movie,The Disappearance of Eleanor Rigby: Her,The Disappearance of Eleanor Rigby: Her,0,2013,\N,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7892,6117,2014,2937898,3,tt2937898,movie,A Most Violent Year,A Most Violent Year,0,2014,\N,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
7893,6118,2014,2179136,1,tt2179136,movie,American Sniper,American Sniper,0,2014,\N,133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,0
7894,6124,2014,1684226,1,tt1684226,tvMovie,The Normal Heart,The Normal Heart,0,2014,\N,132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,0
7895,6128,2014,3442006,3,tt3442006,movie,Cake,Cake,0,2014,\N,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7896,6139,2014,3479316,3,tt3479316,movie,Parallels,Parallels,0,2015,\N,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1
7897,6143,2014,3089326,3,tt3089326,movie,Magical Girl,Magical Girl,0,2014,\N,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,1
7898,6198,2014,3655522,3,tt3655522,movie,Girlhood,Bande de filles,0,2014,\N,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7899,6158,2014,2093990,1,tt2093990,movie,El nino,El Niño,0,2014,\N,136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,0
7900,6159,2014,1126590,3,tt1126590,movie,Big Eyes,Big Eyes,0,2014,\N,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,NA,NA,1
7901,6172,2014,2397535,3,tt2397535,movie,Predestination,Predestination,0,2014,\N,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1
7902,6178,2014,2920808,1,tt2920808,movie,God's Pocket,God's Pocket,0,2014,\N,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0
7903,6179,2014,3368814,3,tt3368814,tvMovie,Killing Daddy,Killing Daddy,0,2014,\N,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,NA,NA,1
7904,6180,2014,3570168,3,tt3570168,movie,Dyke Hard,Dyke Hard,0,2014,\N,90,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
7905,6182,2014,1865505,3,tt1865505,movie,Song of the Sea,Song of the Sea,0,2014,\N,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,1
7906,6185,2014,1726592,3,tt1726592,movie,Before I Go to Sleep,Before I Go to Sleep,0,2014,\N,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,NA,NA,1
7907,6188,2014,1638002,3,tt1638002,movie,"Love, Rosie","Love, Rosie",0,2014,\N,102,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7908,6191,2014,1121096,3,tt1121096,movie,Seventh Son,Seventh Son,0,2014,\N,102,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
7909,6195,2014,2639344,2,tt2639344,movie,Love Is Strange,Love Is Strange,0,2014,\N,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7910,6196,2014,900387,3,tt0900387,movie,Suite Française,Suite Française,0,2014,\N,107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,1
7911,6207,2014,1978532,2,tt1978532,movie,Someone Marry Barry,Someone Marry Barry,0,2014,\N,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7912,6208,2014,3800012,0,tt3800012,movie,Near Death Experience,Near Death Experience,0,2014,\N,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7913,6220,2014,2396721,3,tt2396721,movie,The Scribbler,The Scribbler,0,2014,\N,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,NA,NA,1
7914,6219,2014,2844798,3,tt2844798,movie,White God,Fehér isten,0,2014,\N,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,NA,NA,1
7915,6225,2014,2788716,3,tt2788716,movie,Welcome to Me,Welcome to Me,0,2014,\N,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7916,6230,2014,2390237,1,tt2390237,movie,Cuban Fury,Cuban Fury,0,2014,\N,98,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7917,6247,2014,3284618,3,tt3284618,movie,Pane e burlesque,Pane e burlesque,0,2014,\N,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7918,6252,2014,2474024,1,tt2474024,movie,The Last Five Years,The Last Five Years,0,2014,\N,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,0
7919,6256,2014,3011894,3,tt3011894,movie,Wild Tales,Relatos salvajes,0,2014,\N,122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,1
7920,6258,2014,3499048,2,tt3499048,movie,Gueros,Güeros,0,2014,\N,106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7921,6263,2014,3565264,2,tt3565264,movie,Thegidi,Thegidi,0,2014,\N,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,NA,NA,0
7922,6264,2014,3007302,3,tt3007302,movie,Boy Meets Girl,Boy Meets Girl,0,2014,\N,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7923,6266,2014,2908856,3,tt2908856,movie,My Old Lady,My Old Lady,0,2014,\N,107,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7924,6268,2014,2955316,1,tt2955316,movie,Spanish Affair,Ocho apellidos vascos,0,2014,\N,98,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7925,6304,2014,3398268,3,tt3398268,movie,When Marnie Was There,Omoide no Marnie,0,2014,\N,103,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7926,6305,2014,903657,2,tt0903657,movie,Love & Mercy,Love & Mercy,0,2014,\N,121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,0
7927,6307,2014,3804984,1,tt3804984,short,Mike and I,Mike and I,0,2014,\N,27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7928,6331,2014,2515030,2,tt2515030,movie,Escobar: Paradise Lost,Escobar: Paradise Lost,0,2014,\N,120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0
7929,6341,2014,3139086,3,tt3139086,video,Batman: Assault on Arkham,Batman: Assault on Arkham,0,2014,\N,76,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
7930,6344,2014,1958043,0,tt1958043,movie,The Houses October Built,The Houses October Built,0,2014,\N,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0
7931,6348,2014,3263614,3,tt3263614,movie,"Kumiko, The Treasure Hunter","Kumiko, the Treasure Hunter",0,2014,\N,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7932,6368,2014,2339741,3,tt2339741,movie,The Woman in Black 2: Angel of Death,The Woman in Black 2: Angel of Death,0,2014,\N,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,1
7933,6370,2014,3253930,2,tt3253930,movie,Marshland,La isla mínima,0,2014,\N,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,NA,NA,0
7934,6373,2014,3062976,3,tt3062976,movie,Learning to Drive,Learning to Drive,0,2014,\N,90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7935,6385,2014,1969062,3,tt1969062,movie,Infinitely Polar Bear,Infinitely Polar Bear,0,2014,\N,90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7936,6400,2014,2123146,3,tt2123146,movie,Angry Video Game Nerd: The Movie,Angry Video Game Nerd: The Movie,0,2014,\N,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,1
7937,6413,2014,1767372,3,tt1767372,movie,She's Funny That Way,She's Funny That Way,0,2014,\N,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7938,6416,2014,1552224,3,tt1552224,movie,Outcast,Outcast,0,2014,\N,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,1
7939,6421,2014,2626350,2,tt2626350,movie,Step Up All In,Step Up All In,0,2014,\N,112,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7940,6423,2014,2261331,0,tt2261331,movie,Black Sea,Black Sea,0,2014,\N,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,NA,NA,0
7941,6425,2014,3149038,1,tt3149038,movie,A Brilliant Young Mind,X+Y,0,2014,\N,111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7942,6440,2014,3120408,3,tt3120408,video,Tinker Bell and the Legend of the NeverBeast,Tinker Bell and the Legend of the NeverBeast,0,2014,\N,76,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
7943,6459,2014,3086442,0,tt3086442,movie,Goodnight Mommy,"Ich seh, Ich seh",0,2014,\N,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,0
7944,6476,2014,1605798,3,tt1605798,movie,Effie Gray,Effie Gray,0,2014,\N,104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1
7945,6488,2014,2490326,1,tt2490326,movie,Cooties,Cooties,0,2014,\N,88,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7946,6490,2014,3661798,3,tt3661798,movie,A Girl at My Door,Dohee-ya,0,2014,\N,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7947,6491,2014,2340650,3,tt2340650,movie,East Side Sushi,East Side Sushi,0,2014,\N,106,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7948,6499,2014,3294200,3,tt3294200,movie,The Falling,The Falling,0,2014,\N,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,NA,NA,1
7949,6501,2014,3328716,1,tt3328716,movie,Paper Planes,Paper Planes,0,2014,\N,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7950,6504,2014,3713166,3,tt3713166,movie,Unfriended,Unfriended,0,2014,\N,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,1
7951,6509,2014,3483194,3,tt3483194,movie,"You're Sleeping, Nicole",Tu dors Nicole,0,2014,\N,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7952,6513,2014,2088003,0,tt2088003,movie,Big Game,Big Game,0,2014,\N,90,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0
7953,6518,2014,3235888,3,tt3235888,movie,It Follows,It Follows,0,2014,\N,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,1
7954,6524,2014,2106529,3,tt2106529,movie,Lust for Love,Lust for Love,0,2014,\N,85,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7955,6527,2014,3387648,3,tt3387648,movie,The Taking of Deborah Logan,The Taking,0,2014,\N,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,1
7956,6528,2014,2535470,3,tt2535470,movie,Wyrmwood: Road of the Dead,Wyrmwood,0,2014,\N,98,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7957,6534,2014,3148348,3,tt3148348,movie,Let Us Prey,Let Us Prey,0,2014,\N,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,1
7958,6545,2014,2752688,1,tt2752688,movie,Rosewater,Rosewater,0,2014,\N,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,0
7959,6551,2014,3598222,3,tt3598222,movie,Mercenaries,Mercenaries,0,2014,\N,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
7960,6552,2014,2251281,1,tt2251281,movie,Dark Was the Night,Dark Was the Night,0,2014,\N,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,0
7961,6583,2014,3145220,3,tt3145220,movie,Hits,Hits,0,2014,\N,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7962,6600,2014,3128900,3,tt3128900,movie,Miss Meadows,Miss Meadows,0,2014,\N,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
7963,6607,2014,2965412,1,tt2965412,movie,Comet,Comet,0,2014,\N,91,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7964,6642,2014,2593224,3,tt2593224,movie,In the Courtyard,Dans la cour,0,2014,\N,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7965,6646,2014,2505294,3,tt2505294,movie,Ask Me Anything,Ask Me Anything,0,2014,\N,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7966,6668,2014,1724965,3,tt1724965,movie,Innocence,Innocence,0,2013,\N,96,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1
7967,6672,2014,3344922,2,tt3344922,movie,Hungry Hearts,Hungry Hearts,0,2014,\N,109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,0
7968,6673,2014,1791682,3,tt1791682,movie,While We're Young,While We're Young,0,2014,\N,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,1
7969,6690,2014,3395184,0,tt3395184,movie,Spring,Spring,0,2014,\N,109,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0
7970,6724,2014,3104818,3,tt3104818,movie,"Like Sunday, Like Rain","Like Sunday, Like Rain",0,2014,\N,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7971,6731,2014,3717068,1,tt3717068,movie,Court,Court,0,2014,\N,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7972,6740,2014,2870808,3,tt2870808,movie,Life Partners,Life Partners,0,2014,\N,93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7973,6743,2014,3003800,2,tt3003800,movie,Amour Fou,Amour fou,0,2014,\N,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7974,6747,2014,3569356,3,tt3569356,movie,Not Cool,Not Cool,0,2014,\N,93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7975,6765,2014,2494280,1,tt2494280,movie,Stretch,Stretch,0,2014,\N,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0
7976,6773,2014,3696086,2,tt3696086,movie,The Golden Era,Huang jin shi dai,0,2014,\N,177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,0
7977,6784,2014,1661820,3,tt1661820,movie,Cut Bank,Cut Bank,0,2014,\N,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,NA,NA,1
7978,6813,2014,3529612,3,tt3529612,movie,River of Fundament,River of Fundament,0,2014,\N,319,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7979,6831,2014,2645188,3,tt2645188,movie,The Quiet Hour,The Quiet Hour,0,2014,\N,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,NA,NA,1
7980,6845,2014,3812402,3,tt3812402,movie,How to Steal a Dog,Gaeleul hoomchineun wanbyeokhan bangbeob,0,2014,\N,109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
7981,6860,2014,1706598,3,tt1706598,movie,Every Secret Thing,Every Secret Thing,0,2014,\N,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,NA,NA,1
7982,6864,2014,2274604,3,tt2274604,movie,Eat with Me,Eat with Me,0,2014,\N,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7983,6885,2014,3572132,3,tt3572132,movie,Ju-on: The Beginning of the End,Ju-on: Owari no hajimari,0,2014,\N,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7984,6906,2014,3230162,3,tt3230162,movie,Still the Water,Futatsume no mado,0,2014,\N,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7985,6951,2014,2936470,3,tt2936470,movie,Electricity,Electricity,0,2014,\N,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7986,6957,2014,3726220,0,tt3726220,movie,"Coconut, the Little Dragon",Der kleine Drache Kokosnuss,0,2014,\N,83,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
7987,6958,2014,3263732,3,tt3263732,movie,Primero De Enero,Primero De Enero,0,2014,\N,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7988,6989,2014,3021360,3,tt3021360,movie,Faults,Faults,0,2014,\N,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,NA,NA,1
7989,6994,2014,2494384,3,tt2494384,movie,Aloft,Aloft,0,2014,\N,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7990,6996,2014,443465,3,tt0443465,movie,Before We Go,Before We Go,0,2014,\N,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1
7991,7007,2014,3283556,3,tt3283556,movie,Land Ho!,Land Ho!,0,2014,\N,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,1
